# x
1.249133453369140625e+02 1.396779062500000000e+05 6.994234323501586914e-01 2.684212923049926758e-01
1.520079803466796875e+02 1.575451093750000000e+05 7.035223245620727539e-01 2.433258444070816040e-01
1.448855133056640625e+02 1.580461875000000000e+05 7.027580142021179199e-01 2.492349445819854736e-01
1.414934082031250000e+02 1.542363125000000000e+05 7.106974720954895020e-01 2.522048950195312500e-01
1.464998168945312500e+02 1.546527968750000000e+05 7.188340425491333008e-01 2.478581219911575317e-01
1.403582916259765625e+02 1.549442187500000000e+05 7.230926156044006348e-01 2.532228827476501465e-01
1.373021392822265625e+02 1.549795625000000000e+05 7.243259549140930176e-01 2.560259103775024414e-01
1.410228576660156250e+02 1.522128750000000000e+05 7.059104442596435547e-01 2.526255548000335693e-01
1.349102172851562500e+02 1.508746562500000000e+05 7.245745062828063965e-01 2.582847774028778076e-01
1.471985168457031250e+02 1.527750156250000000e+05 7.116377353668212891e-01 2.472691982984542847e-01
1.486191711425781250e+02 1.577842343750000000e+05 7.163254022598266602e-01 2.460846602916717529e-01
1.296800537109375000e+02 1.505592500000000000e+05 7.233048677444458008e-01 2.634424865245819092e-01
1.393341522216796875e+02 1.525354531250000000e+05 7.053580284118652344e-01 2.541511952877044678e-01
1.158255157470703125e+02 1.388480312500000000e+05 7.052522301673889160e-01 2.787529230117797852e-01
1.391907958984375000e+02 1.551128125000000000e+05 7.290154695510864258e-01 2.542822360992431641e-01
1.192543869018554688e+02 1.451622500000000000e+05 7.267934083938598633e-01 2.747159600257873535e-01
1.339509124755859375e+02 1.494148906250000000e+05 7.222284078598022461e-01 2.592082619667053223e-01
1.372411499023437500e+02 1.535109062500000000e+05 7.318221926689147949e-01 2.560819387435913086e-01
1.376647186279296875e+02 1.544828750000000000e+05 7.264679074287414551e-01 2.556877434253692627e-01
1.409836730957031250e+02 1.531070937500000000e+05 7.168385982513427734e-01 2.526606321334838867e-01
1.369504699707031250e+02 1.527017500000000000e+05 7.235441207885742188e-01 2.563543319702148438e-01
1.324047851562500000e+02 1.473831718750000000e+05 7.166653871536254883e-01 2.607171833515167236e-01
1.345188751220703125e+02 1.531012968750000000e+05 7.212667465209960938e-01 2.586602866649627686e-01
1.531276245117187500e+02 1.561664843750000000e+05 7.188793420791625977e-01 2.424350380897521973e-01
1.191363372802734375e+02 1.456269218750000000e+05 7.202489376068115234e-01 2.748523056507110596e-01
1.469654846191406250e+02 1.538110625000000000e+05 7.126687169075012207e-01 2.474652081727981567e-01
1.442471008300781250e+02 1.529181718750000000e+05 7.134689688682556152e-01 2.497861981391906738e-01
1.329015350341796875e+02 1.500096250000000000e+05 7.252027392387390137e-01 2.602303028106689453e-01
1.453699951171875000e+02 1.554825000000000000e+05 7.156112194061279297e-01 2.488194853067398071e-01
1.384682006835937500e+02 1.531366718750000000e+05 7.238240838050842285e-01 2.549450695514678955e-01
1.229293136596679688e+02 1.529384218750000000e+05 7.404257655143737793e-01 2.705785930156707764e-01
1.392634124755859375e+02 1.533124375000000000e+05 7.156190872192382812e-01 2.542155086994171143e-01
1.374912414550781250e+02 1.515718437500000000e+05 7.134400010108947754e-01 2.558494806289672852e-01
1.242503509521484375e+02 1.469766093750000000e+05 7.194730639457702637e-01 2.691364884376525879e-01
1.428921051025390625e+02 1.537457812500000000e+05 7.193761467933654785e-01 2.509676814079284668e-01
1.371852111816406250e+02 1.515739687500000000e+05 7.161198854446411133e-01 2.561345398426055908e-01
1.375066833496093750e+02 1.530601562500000000e+05 7.136206030845642090e-01 2.558355033397674561e-01
1.380241241455078125e+02 1.515778125000000000e+05 7.104983329772949219e-01 2.553551495075225830e-01
1.418791351318359375e+02 1.535943281250000000e+05 7.227509021759033203e-01 2.518618404865264893e-01
1.367408142089843750e+02 1.534069218750000000e+05 7.219448089599609375e-01 2.565503120422363281e-01
1.340370025634765625e+02 1.488650156250000000e+05 7.110888361930847168e-01 2.591249346733093262e-01
1.256998748779296875e+02 1.480293125000000000e+05 7.449664473533630371e-01 2.675800323486328125e-01
1.354661560058593750e+02 1.525671406250000000e+05 7.172080278396606445e-01 2.577547430992126465e-01
1.444077911376953125e+02 1.561704531250000000e+05 7.078186869621276855e-01 2.496472597122192383e-01
1.353097839355468750e+02 1.463940781250000000e+05 7.095921039581298828e-01 2.579035758972167969e-01
1.307756500244140625e+02 1.462187187500000000e+05 7.270402908325195312e-01 2.623355984687805176e-01
1.294428405761718750e+02 1.525945312500000000e+05 7.244237661361694336e-01 2.636835575103759766e-01
1.451280670166015625e+02 1.514515156250000000e+05 7.143415808677673340e-01 2.490270286798477173e-01
1.387652435302734375e+02 1.552014375000000000e+05 7.131677865982055664e-01 2.546716034412384033e-01
1.377013092041015625e+02 1.484770156250000000e+05 7.114431262016296387e-01 2.556537389755249023e-01
1.369275665283203125e+02 1.557458125000000000e+05 7.309716939926147461e-01 2.563748955726623535e-01
1.319122467041015625e+02 1.586787187500000000e+05 7.263881564140319824e-01 2.612041234970092773e-01
1.413019409179687500e+02 1.574153125000000000e+05 7.121434807777404785e-01 2.523753941059112549e-01
1.426554107666015625e+02 1.532482031250000000e+05 7.168440222740173340e-01 2.511753439903259277e-01
1.538166503906250000e+02 1.590993906250000000e+05 7.061455845832824707e-01 2.418915629386901855e-01
1.274675445556640625e+02 1.499302187500000000e+05 7.367007732391357422e-01 2.657184600830078125e-01
1.421649169921875000e+02 1.579155781250000000e+05 7.189843058586120605e-01 2.516083419322967529e-01
1.481893157958984375e+02 1.558932031250000000e+05 7.051499485969543457e-01 2.464412003755569458e-01
1.315673980712890625e+02 1.509773281250000000e+05 7.244868874549865723e-01 2.615463435649871826e-01
